Age,Department,JobRole,Gender,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,RiskScore,Attrition,ML_AttritionProbability,ML_PredictedAttrition,RiskTier,RiskFlags,HRRecommendations,InterventionCount
42,Research & Development,Laboratory Technician,Male,2093,No,3,3,2,2,2,No,7.82,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
36,Sales,Sales Executive,Male,9980,No,4,2,10,9,1,No,12.06,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
22,Research & Development,Laboratory Technician,Male,3894,No,3,3,2,1,1,Yes,72.72,Yes,🔴 CRITICAL,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER | ML_HIGH_RISK,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
48,Sales,Sales Executive,Female,4051,No,4,3,9,6,1,No,7.74,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
55,Sales,Manager,Female,16835,No,2,3,10,7,3,No,6.05,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
41,Sales,Sales Executive,Male,6230,No,4,3,14,1,0,No,5.65,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
35,Sales,Sales Executive,Male,4717,No,3,3,11,6,1,No,4.62,No,🟡 MEDIUM,BELOW_AVG_HIKE | STAGNANT_CAREER | HIGH_JOB_HOPPER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
40,Research & Development,Manufacturing Director,Female,13237,No,3,3,20,5,0,No,3.72,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
39,Research & Development,Laboratory Technician,Female,3755,No,3,3,8,0,0,No,5.05,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_RELATIONSHIPS,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🤝 Facilitate team-building activities and peer mentoring programs.,2
31,Sales,Sales Executive,Male,6582,Yes,4,4,6,0,2,No,11.26,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
42,Research & Development,Manufacturing Director,Male,7406,Yes,1,2,10,5,4,No,8.46,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
45,Sales,Sales Executive,Male,4805,No,2,4,8,3,2,No,4.49,No,🟢 LOW,NONE,No immediate action required.,0
26,Human Resources,Human Resources,Female,2741,Yes,3,2,7,1,3,Yes,88.89,Yes,🔴 CRITICAL,LOW_SALARY | BELOW_AVG_HIKE | OVERTIME_STRESS | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
29,Research & Development,Manufacturing Director,Male,4262,No,4,4,3,1,0,No,6.03,No,🟢 LOW,NONE,No immediate action required.,0
33,Research & Development,Research Director,Female,16184,No,3,3,6,0,0,No,2.89,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
31,Sales,Manager,Male,11557,No,4,2,5,0,0,No,5.21,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
18,Sales,Sales Representative,Male,1878,Yes,2,3,0,0,6,Yes,96.2,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
40,Sales,Sales Executive,Male,10932,No,1,3,1,0,3,No,11.79,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
41,Research & Development,Healthcare Representative,Female,6811,Yes,3,3,8,0,2,No,9.44,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",3
26,Sales,Sales Executive,Male,4306,No,3,3,0,0,1,No,19.6,No,🟠 HIGH,POOR_ENVIRONMENT | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",4
35,Sales,Sales Executive,Female,4859,No,3,3,5,0,0,No,5.55,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
34,Sales,Sales Executive,Male,5337,No,4,3,10,5,0,No,4.78,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
26,Research & Development,Laboratory Technician,Male,2340,Yes,4,1,1,0,6,Yes,97.63,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | POOR_WLB | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,6
37,Research & Development,Manufacturing Director,Female,7491,No,4,4,6,1,0,No,3.8,No,🟢 LOW,NONE,No immediate action required.,0
46,Research & Development,Healthcare Representative,Female,10527,No,3,2,2,1,1,No,8.28,No,🟠 HIGH,BELOW_AVG_HIKE | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",4
41,Sales,Manager,Female,16595,No,1,3,18,11,3,No,3.47,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
37,Sales,Sales Executive,Male,8834,No,2,3,9,7,3,No,6.34,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
52,Research & Development,Research Scientist,Male,5577,Yes,1,3,10,6,5,No,3.17,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
32,Sales,Sales Executive,Male,4707,No,3,3,4,1,0,Yes,82.02,Yes,🔴 CRITICAL,HIGH_JOB_HOPPER | ML_HIGH_RISK,🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,2
24,Sales,Sales Representative,Male,2400,No,4,3,2,2,2,No,10.31,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
38,Research & Development,Healthcare Representative,Female,9824,No,3,3,1,0,1,No,5.9,No,🟢 LOW,NEW_HIRE_FLIGHT_RISK,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,1
37,Research & Development,Manufacturing Director,Female,6447,No,2,2,6,4,2,No,1.42,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
49,Research & Development,Research Director,Male,19502,Yes,3,3,31,0,2,No,5.64,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
24,Research & Development,Research Scientist,Male,2725,Yes,4,3,6,1,3,No,7.62,No,🟡 MEDIUM,LOW_SALARY | BELOW_AVG_HIKE | OVERTIME_STRESS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,3
26,Sales,Sales Executive,Male,6272,No,2,4,5,1,2,No,9.22,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
24,Research & Development,Laboratory Technician,Male,2127,No,2,3,1,0,4,No,29.48,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
50,Human Resources,Manager,Male,18200,No,2,3,32,10,3,No,7.23,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_ENVIRONMENT | STAGNANT_CAREER,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",3
25,Sales,Sales Representative,Male,2096,No,3,3,7,0,1,No,7.52,No,🟡 MEDIUM,LOW_SALARY | BELOW_AVG_HIKE,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median.,2
24,Research & Development,Laboratory Technician,Female,2886,Yes,3,3,6,1,3,Yes,72.27,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | POOR_ENVIRONMENT | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",4
30,Sales,Sales Representative,Male,2033,No,1,4,1,0,4,Yes,91.66,Yes,🔴 CRITICAL,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
34,Research & Development,Research Scientist,Male,3622,Yes,4,3,6,1,2,No,3.93,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
31,Sales,Sales Executive,Male,4233,No,1,1,3,1,4,Yes,88.68,Yes,🔴 CRITICAL,POOR_WLB | LOW_JOB_SATISFACTION | ML_HIGH_RISK,🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
35,Research & Development,Laboratory Technician,Male,3681,No,4,3,3,0,0,No,10.27,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
31,Sales,Sales Executive,Male,5460,No,4,4,7,5,0,No,4.88,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
27,Research & Development,Research Scientist,Female,2187,No,3,2,5,0,1,No,6.19,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
37,Sales,Sales Executive,Male,9602,Yes,3,2,3,1,2,No,8.43,No,🟡 MEDIUM,BELOW_AVG_HIKE | OVERTIME_STRESS,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,2
20,Research & Development,Research Scientist,Female,2836,No,2,4,1,0,4,No,22.56,No,🟡 MEDIUM,LOW_SALARY | NO_TRAINING | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
42,Research & Development,Healthcare Representative,Female,4089,No,4,3,10,2,0,No,2.08,No,🟢 LOW,NONE,No immediate action required.,0
43,Research & Development,Research Director,Male,16627,Yes,4,2,1,0,3,No,8.09,No,🟡 MEDIUM,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
38,Research & Development,Research Scientist,Female,2619,No,1,2,0,0,4,No,21.02,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
43,Research & Development,Laboratory Technician,Male,5679,Yes,3,3,8,4,2,No,2.62,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
48,Research & Development,Manager,Female,15402,No,1,1,3,0,4,No,8.09,No,🟠 HIGH,BELOW_AVG_HIKE | POOR_WLB | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | HIGH_JOB_HOPPER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,5
44,Human Resources,Human Resources,Female,5985,No,3,4,2,0,1,No,5.55,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",3
34,Sales,Sales Representative,Female,2579,Yes,3,3,8,0,3,No,7.54,No,🟡 MEDIUM,LOW_SALARY | OVERTIME_STRESS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,2
27,Sales,Sales Representative,Male,3041,No,1,3,4,0,2,Yes,83.99,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | LOW_JOB_SATISFACTION | ML_HIGH_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
21,Sales,Sales Representative,Male,3447,No,3,3,3,1,0,No,11.91,No,🟢 LOW,BELOW_AVG_HIKE,📈 Review annual appraisal cycle; ensure hike is at least at industry median.,1
44,Research & Development,Manager,Male,19513,Yes,4,4,2,0,3,No,4.35,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
22,Research & Development,Research Scientist,Male,2773,No,3,3,2,2,2,No,5.81,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",3
33,Sales,Sales Executive,Male,7104,No,3,3,5,1,0,No,2.03,No,🟢 LOW,NONE,No immediate action required.,0
32,Research & Development,Research Scientist,Female,6322,Yes,4,2,6,0,2,No,6.19,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
